F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,lables
80,13,85,7,65,44,70,87,5,24,2,87,90,53,27,70,90,46,16,70,6,92,35,14,27,72,53
66,93,76,93,65,3,59,35,16,94,56,94,66,61,96,61,30,43,8,61,76,61,79,71,83,23,81
80,93,45,82,37,45,25,0,58,69,8,72,60,71,29,50,58,84,52,73,24,40,51,47,88,75,97
0,39,80,40,5,25,50,15,93,39,30,82,21,95,69,27,27,44,80,52,32,5,58,46,53,72,79
59,71,17,71,75,31,95,42,0,31,24,20,97,67,16,8,99,37,21,86,38,45,23,55,19,1,64
39,44,99,39,43,31,20,15,13,87,61,11,81,75,82,67,77,29,67,65,11,58,45,23,68,29,94
91,75,41,51,3,1,73,23,1,92,10,52,70,40,79,11,92,85,80,78,32,92,38,5,60,44,7
89,71,48,18,15,77,32,60,58,11,49,36,56,97,52,53,85,55,0,31,42,64,1,87,43,41,16
42,65,37,0,52,69,35,86,39,32,25,43,47,10,92,53,15,14,77,23,73,60,6,4,41,44,36
24,6,41,83,66,3,42,39,27,56,63,14,66,69,24,28,83,53,93,56,93,73,64,78,19,6,68
15,80,80,69,13,83,57,54,25,29,21,56,36,61,42,57,44,93,20,22,95,18,88,49,30,80,41
14,66,57,59,81,51,64,19,100,35,58,77,52,49,37,66,27,73,25,15,90,62,71,28,98,61,97
40,21,8,30,70,88,74,45,73,65,40,76,48,73,89,41,43,30,90,70,31,84,63,86,88,73,71
80,0,6,30,74,15,75,99,16,2,56,79,26,68,96,58,76,9,92,14,43,94,36,52,0,1,99
19,37,12,64,10,61,16,57,56,9,20,91,85,57,41,51,29,6,13,57,12,65,7,37,10,14,51
22,41,1,82,35,11,67,68,63,93,84,83,39,72,35,33,46,87,0,90,90,20,3,66,21,2,23
49,66,87,67,75,90,96,38,98,67,37,79,13,24,94,46,2,2,63,20,41,32,66,87,29,9,75
14,49,97,13,61,23,35,84,42,73,61,12,75,25,50,31,59,86,34,68,63,14,40,62,40,3,100
70,56,23,68,59,51,42,39,31,28,12,79,84,25,65,42,35,5,91,88,99,0,28,21,76,51,79
77,0,86,9,67,69,6,93,34,22,70,63,34,34,7,75,50,64,77,13,89,20,75,28,89,78,4
82,24,47,8,22,43,8,50,52,42,48,48,82,27,38,95,16,96,29,76,56,72,35,4,29,34,23
7,15,68,92,2,25,65,11,10,22,4,22,65,32,47,13,4,51,90,57,47,61,53,6,42,53,46
24,83,41,32,77,77,20,36,1,15,100,77,100,41,100,46,52,51,30,69,10,72,12,78,85,8,0
50,57,49,77,56,45,60,42,83,55,6,33,43,5,63,46,7,99,61,18,61,22,1,69,52,7,61
12,33,60,76,22,83,81,21,25,78,51,81,69,72,53,75,21,88,55,71,81,80,31,33,91,81,82
27,73,76,85,40,26,32,21,2,52,29,21,87,75,41,70,57,58,96,64,90,56,34,74,10,14,21
87,59,36,28,99,77,20,56,34,62,5,91,33,42,44,24,67,77,83,56,35,71,72,67,2,98,74
56,15,23,73,83,70,12,3,93,40,24,78,61,100,17,38,1,59,40,21,86,1,98,1,53,1,74
18,65,30,14,10,94,36,33,21,74,98,81,44,86,6,48,66,19,73,5,44,15,26,81,73,31,71
17,65,1,22,85,16,54,29,5,18,29,94,95,2,39,3,33,15,22,17,31,71,35,32,85,38,47
87,77,49,1,38,43,29,93,47,4,40,24,95,42,39,45,29,75,47,51,21,52,40,77,57,68,43
98,17,96,27,65,35,64,54,7,3,10,69,54,32,25,2,40,18,98,21,81,91,75,79,8,71,89
45,57,29,66,89,4,33,34,82,99,47,71,24,98,90,11,88,25,54,85,76,26,2,23,32,73,87
21,40,0,54,29,71,44,63,50,13,98,54,80,54,67,9,26,62,47,30,90,95,87,80,61,72,44
86,71,4,35,23,61,37,5,53,13,84,79,46,37,57,84,68,18,63,95,50,59,90,33,63,100,13
52,11,56,45,45,80,9,55,48,83,14,80,63,61,54,79,87,60,33,46,6,43,59,10,51,85,18
73,99,99,34,65,38,33,100,78,50,62,33,37,17,62,91,61,54,33,22,35,100,39,10,47,91,86
29,18,15,35,39,94,29,19,9,86,58,54,56,39,77,17,3,91,47,85,94,51,12,91,98,28,60
76,18,96,92,42,66,73,76,1,2,67,62,80,17,80,17,22,63,35,25,34,14,47,36,69,64,39
86,36,25,23,92,56,36,41,81,6,23,28,37,82,89,79,0,61,69,55,94,59,98,58,19,56,24
36,90,87,66,76,68,5,66,37,78,7,67,13,25,41,95,48,46,58,96,67,6,76,42,70,40,9
99,3,63,39,98,19,86,85,53,87,3,52,17,37,70,37,47,6,75,13,16,25,22,3,100,95,11
54,21,55,61,80,80,52,81,79,36,22,41,85,52,1,20,88,85,64,95,65,22,61,62,16,67,4
97,5,79,87,13,96,80,91,0,63,54,43,70,47,32,3,25,45,94,80,15,81,4,9,12,17,40
2,57,4,53,17,68,20,76,93,46,83,76,82,23,84,77,37,50,83,24,23,47,14,68,6,94,45
83,1,2,60,65,28,43,7,9,27,24,19,97,10,90,27,94,70,31,69,79,64,90,45,70,89,31
72,38,66,92,66,52,16,45,17,65,8,63,17,99,3,93,35,37,100,79,5,99,3,47,0,29,35
41,94,58,73,23,50,69,57,19,96,30,16,40,14,32,78,53,98,37,6,99,19,41,51,68,60,89
6,30,96,31,89,10,27,39,61,54,52,36,84,63,6,79,55,33,76,67,22,84,43,41,60,36,78
6,22,5,64,87,23,38,49,14,100,96,39,58,7,39,51,96,1,55,77,97,44,65,0,94,87,50
73,69,8,26,6,72,35,66,30,13,61,30,60,67,53,91,84,87,65,43,20,85,58,28,56,36,9
51,89,80,98,98,19,62,84,68,18,1,60,45,46,73,63,20,26,74,13,1,100,80,73,1,48,89
33,28,96,28,77,7,28,53,68,99,24,90,90,6,4,66,29,96,68,5,15,8,23,52,8,11,41
92,7,92,49,26,88,29,95,30,62,33,2,68,63,53,39,61,80,40,59,76,83,53,45,64,39,89
49,5,100,68,46,30,74,30,9,91,27,47,27,54,68,91,61,82,27,17,34,93,84,26,80,82,57
83,6,68,48,69,89,81,91,77,49,17,24,2,10,17,96,63,76,52,32,0,65,90,91,1,24,47
12,83,69,30,7,67,28,28,35,6,41,28,40,40,61,65,79,76,38,0,48,61,79,83,79,60,89
17,71,15,96,97,93,89,61,67,30,50,11,17,62,40,70,2,18,57,71,89,50,97,18,29,11,91
6,3,43,70,66,46,3,42,59,35,25,0,24,93,59,77,38,81,14,81,98,83,72,38,23,49,28
97,52,61,77,20,60,88,39,61,51,4,58,19,43,48,21,73,72,32,67,3,96,35,25,95,74,54
97,30,97,19,28,1,86,10,33,86,0,55,91,97,15,87,25,99,60,51,8,92,73,28,83,28,64
9,38,75,23,20,17,92,79,78,39,27,32,100,43,28,77,93,20,44,32,90,3,3,20,28,77,32
73,6,46,65,4,57,10,91,35,86,46,91,24,84,93,86,57,65,29,42,23,39,55,4,94,75,49
21,76,48,69,30,100,89,37,42,52,60,9,42,59,37,56,24,28,10,39,49,73,88,77,75,6,18
82,67,41,61,5,42,79,32,82,8,68,82,46,31,87,65,25,15,15,84,71,13,52,86,9,42,100
89,75,100,52,52,55,21,55,87,27,56,95,78,100,22,15,92,31,87,86,19,62,99,43,11,11,40
62,22,55,83,99,37,67,94,78,10,94,57,85,56,59,74,70,96,68,35,22,58,5,73,64,61,7
8,55,92,75,56,91,12,73,65,29,71,95,49,62,81,12,48,2,70,8,74,11,72,41,22,23,47
93,62,46,40,23,0,14,33,64,92,64,31,19,53,13,55,11,16,4,3,25,40,61,76,45,77,4
21,56,78,99,43,28,4,77,28,83,5,38,11,69,3,4,33,17,62,25,1,28,42,19,76,70,99
48,11,44,51,15,30,79,50,34,34,98,67,100,36,45,17,1,38,26,65,48,45,52,35,100,68,59
71,97,36,32,17,47,99,64,67,0,59,12,27,43,79,67,1,43,6,66,83,73,5,13,0,6,31
9,40,53,74,49,60,66,24,70,76,27,69,61,70,95,55,88,12,68,9,62,15,9,90,94,17,73
21,9,30,5,69,72,11,91,47,93,30,73,15,62,82,63,81,85,92,92,69,99,76,69,10,12,66
19,79,55,11,19,62,40,57,24,93,92,74,65,68,10,13,95,7,19,8,21,54,94,56,71,80,87
2,8,72,73,27,88,66,94,81,83,50,12,2,48,85,35,70,37,89,8,81,33,6,60,73,87,38
17,3,54,58,91,46,55,26,55,29,14,70,89,34,67,85,67,62,2,4,15,86,89,21,78,12,33
71,38,97,84,47,55,0,29,97,54,4,7,62,43,1,20,72,87,97,45,80,33,89,42,17,5,26
29,14,57,13,33,52,83,8,71,68,43,86,41,87,10,55,13,56,15,38,88,28,66,65,0,76,56
7,19,73,1,93,5,75,53,14,74,21,44,90,77,54,22,18,98,97,47,41,80,64,49,85,33,16
24,89,49,13,39,88,18,7,77,60,51,86,62,79,78,32,9,45,44,20,90,3,59,92,96,14,93
4,0,81,37,3,94,79,30,33,29,93,18,37,47,71,97,45,51,93,3,2,32,10,10,48,45,85
57,41,12,61,39,15,71,90,38,88,69,37,42,92,73,92,64,42,41,54,94,90,19,37,12,16,83
12,39,2,52,24,85,57,43,62,71,40,88,86,99,33,50,64,24,14,91,74,26,5,70,91,68,5
62,35,41,55,57,48,96,59,0,44,63,37,7,17,47,88,74,4,52,20,0,36,0,50,88,70,49
8,6,12,36,84,5,8,81,19,24,93,59,31,57,86,28,10,57,37,31,47,25,29,47,25,74,7
46,21,59,30,5,76,55,73,67,81,53,72,32,31,92,70,25,65,84,36,75,67,100,45,90,0,92
31,13,51,68,25,100,54,48,89,18,31,61,2,98,66,7,10,96,61,71,69,78,50,86,38,20,54
10,63,50,86,86,23,67,23,69,15,87,9,67,81,75,6,79,46,56,32,65,28,80,37,52,20,38
65,24,1,80,36,48,100,26,72,99,6,10,44,86,91,68,50,40,50,52,44,37,53,80,18,10,39
38,99,22,43,45,25,34,83,32,3,36,78,15,61,84,54,3,99,14,100,27,84,70,88,55,1,83
86,23,10,35,67,16,50,62,36,32,43,26,74,8,38,92,14,76,49,17,48,55,33,0,84,63,83
23,15,8,89,45,73,92,40,23,12,11,45,62,73,31,15,34,94,77,36,90,95,54,30,76,68,72
41,8,69,59,93,79,32,78,21,50,81,49,28,53,41,4,21,47,55,26,30,95,34,50,53,18,85
81,82,90,26,47,79,62,74,97,43,45,10,2,45,89,22,84,98,74,65,77,3,72,98,49,0,38
73,24,38,33,18,43,32,38,18,81,21,89,93,82,3,77,46,75,1,4,73,72,70,43,33,19,43
64,35,54,81,73,81,54,92,17,28,82,22,78,29,42,88,12,74,59,84,6,23,38,8,78,97,74
27,17,34,71,95,99,32,39,55,75,96,19,40,69,44,74,66,48,93,35,31,21,28,70,100,3,43
1,93,19,72,57,30,51,82,69,100,19,65,82,84,40,81,98,60,19,52,55,48,11,4,43,38,77
57,51,63,27,39,47,14,45,62,7,74,14,36,29,48,0,70,90,31,65,58,72,2,87,6,54,80
87,77,60,63,95,92,48,23,94,100,21,91,91,87,86,91,37,26,89,28,57,28,25,6,89,39,71
77,2,76,38,13,61,2,91,59,38,58,53,95,67,20,66,36,79,64,56,76,83,6,70,19,58,57
10,53,57,66,48,61,93,15,62,17,38,2,57,82,37,48,61,30,25,73,3,69,30,72,80,70,32
24,14,3,96,82,33,86,33,17,76,55,1,5,2,55,59,83,34,100,20,58,22,78,64,11,55,65
3,31,18,96,11,5,54,35,45,65,7,97,44,79,29,12,35,1,14,31,29,81,92,50,75,84,86
58,90,47,83,38,65,32,25,64,19,20,81,34,31,77,30,22,19,51,9,37,54,79,59,16,61,73
86,35,38,31,82,23,0,4,48,95,65,70,1,56,24,58,3,88,73,35,75,20,31,16,16,28,17
50,100,37,97,30,83,14,0,7,52,78,9,80,97,81,10,94,39,42,94,13,15,22,97,9,93,68
24,9,32,60,13,42,98,77,35,13,62,68,61,32,8,98,10,37,85,64,40,22,23,84,19,84,71
88,78,11,91,71,33,50,70,23,67,29,29,45,66,87,61,11,36,95,2,21,84,67,1,48,38,90
89,41,18,2,80,7,73,4,71,65,51,27,20,81,39,51,72,3,53,44,98,27,53,78,19,50,57
48,42,86,39,8,4,37,16,77,90,66,26,62,57,58,26,52,21,64,74,24,89,51,19,61,37,79
9,44,26,46,4,44,9,31,31,49,29,65,32,93,31,13,58,84,20,83,7,46,86,35,76,46,9
74,65,97,95,91,89,100,78,43,30,27,76,70,13,23,62,47,16,6,33,3,99,15,41,38,58,48
94,94,48,31,93,31,8,17,3,2,27,89,17,76,26,76,91,25,81,94,11,19,42,83,51,34,28
63,81,38,60,96,57,68,40,84,38,76,62,92,39,10,66,86,21,36,94,44,88,50,78,71,4,90
31,10,41,92,66,25,0,41,38,15,91,17,9,10,77,100,90,96,49,79,40,19,24,90,35,68,53
52,70,34,69,1,76,73,25,11,15,17,25,29,34,38,28,72,45,25,1,9,82,75,3,44,36,39
93,87,83,31,19,25,28,47,15,31,95,2,30,21,8,68,87,72,64,36,32,63,33,30,22,88,50
56,45,41,7,87,62,35,8,70,59,46,81,44,15,64,54,30,32,31,40,49,2,48,51,58,13,68
45,19,89,16,12,5,67,75,95,56,40,35,31,97,67,48,88,30,78,44,26,10,36,52,74,11,97
95,23,53,73,69,70,23,77,4,88,6,8,44,26,82,91,98,75,61,19,27,44,2,67,8,3,20
86,46,54,1,12,54,74,44,9,93,83,42,22,63,63,79,33,64,40,89,32,60,80,18,45,45,18
38,41,95,19,85,93,1,50,69,77,32,68,89,90,64,67,49,49,88,5,60,11,54,66,14,49,71
44,41,44,59,30,87,55,6,26,24,45,49,41,65,82,16,71,68,7,13,43,25,1,91,72,55,48
89,39,17,69,23,83,87,20,51,88,69,91,51,43,55,87,100,97,47,61,72,0,95,67,5,57,45
40,7,34,26,50,94,58,78,15,39,89,91,43,4,28,34,65,11,78,50,91,42,6,13,17,35,81
58,79,38,89,49,14,82,20,69,18,81,30,31,28,19,92,18,22,10,91,93,49,44,6,23,23,84
9,10,47,71,32,81,41,64,35,76,78,47,32,37,66,57,22,8,89,44,89,75,83,88,6,27,6
11,76,25,99,39,13,25,73,16,63,40,71,68,65,89,18,92,78,76,82,72,83,69,65,66,66,71
27,91,86,36,93,28,79,81,100,63,41,49,26,99,20,86,69,56,61,8,41,29,66,87,34,84,37
84,7,4,5,0,58,56,81,40,86,4,73,64,74,7,22,52,51,10,67,6,15,74,29,62,100,98
67,74,79,78,51,52,68,70,51,61,74,18,14,76,61,37,5,30,100,52,97,99,23,62,99,62,96
58,7,1,30,11,99,6,82,14,96,13,14,79,63,95,42,40,17,11,42,53,5,4,6,61,43,45
11,41,4,91,48,20,34,18,65,13,64,82,72,12,87,36,24,61,44,19,50,55,89,18,4,10,65
26,12,96,21,20,26,33,78,6,81,44,60,45,52,65,37,31,56,35,46,31,51,26,19,6,6,26
88,66,98,68,56,32,71,16,94,50,6,86,80,96,16,86,6,47,79,3,7,87,19,69,33,87,98
11,93,93,8,90,96,1,10,52,50,50,38,78,77,38,29,9,13,27,50,11,32,93,17,49,17,72
99,88,24,69,73,67,2,10,74,76,6,5,1,93,16,56,28,83,94,49,58,45,92,56,73,90,32
58,96,0,49,86,77,61,45,17,20,8,96,27,15,31,5,20,50,10,94,62,32,75,52,32,49,52
37,26,50,12,96,76,55,39,26,18,56,73,74,81,47,60,5,37,97,18,58,43,80,32,87,77,37
69,58,35,50,1,74,17,95,77,51,25,45,60,57,77,9,75,47,40,40,21,6,100,69,60,2,84
26,15,19,97,27,77,17,31,92,65,60,80,94,97,31,64,13,29,7,46,17,47,36,38,90,48,62
18,44,20,80,13,37,41,44,71,67,63,36,17,81,54,58,11,47,12,69,55,80,51,62,36,47,35
9,66,77,29,16,84,55,73,88,77,22,13,52,26,45,81,82,81,75,94,9,46,12,7,21,38,60
14,1,47,94,62,52,45,59,31,96,33,30,9,18,4,8,97,57,94,45,47,8,55,84,44,58,39
86,83,66,39,17,70,77,93,86,71,65,46,68,67,98,27,96,66,4,88,52,100,44,57,72,22,37
41,34,95,68,75,93,86,34,12,85,7,16,74,12,15,31,8,44,51,14,69,20,83,85,54,2,52
61,5,45,66,16,11,69,95,31,3,27,17,2,55,94,98,8,92,97,86,93,88,100,94,93,78,63
61,27,65,75,100,39,20,51,15,62,88,21,92,94,100,91,64,97,84,20,53,57,53,76,97,33,0
70,1,46,72,29,8,65,19,29,63,12,43,29,30,23,5,78,97,95,25,56,24,21,50,98,36,24
9,53,66,67,29,1,91,5,48,85,37,89,4,64,28,79,99,80,30,54,98,54,58,26,62,16,27
5,49,9,1,95,49,2,44,99,28,21,98,20,28,93,22,67,15,53,30,4,5,60,35,99,34,99
31,78,46,8,100,51,48,84,0,43,95,81,67,43,49,58,63,11,62,27,32,36,96,26,43,75,85
47,35,67,88,77,8,43,95,97,88,5,42,84,82,86,47,96,88,17,81,50,57,78,83,35,25,91
12,96,16,83,10,49,69,68,91,75,87,26,43,100,55,13,36,31,80,70,95,76,1,31,7,74,1
29,89,27,96,14,74,15,24,28,40,23,95,62,2,78,8,5,72,100,21,94,3,92,89,28,50,13
100,18,57,47,46,98,67,43,13,75,23,19,78,67,25,37,1,12,43,0,68,72,43,66,98,62,80
66,13,22,92,7,93,78,9,62,30,92,54,59,73,13,68,9,22,1,90,25,37,60,1,14,2,38
8,13,16,80,26,30,76,43,65,75,52,98,43,27,33,27,11,7,76,5,33,62,92,45,49,65,47
53,12,29,68,4,10,68,49,72,12,37,31,62,70,55,100,33,32,11,93,12,97,14,23,54,43,69
1,3,38,69,29,31,84,98,55,4,2,34,4,43,50,15,40,42,88,60,34,26,65,25,56,23,25
82,9,43,1,62,30,87,84,19,30,67,78,65,68,38,48,83,96,1,45,100,12,8,43,97,73,0
36,34,4,5,58,92,47,38,46,18,88,50,23,56,25,55,95,30,24,11,100,23,82,63,63,4,36
62,4,5,33,100,85,81,42,59,59,25,100,66,78,37,4,53,24,38,82,74,76,37,100,42,95,73
11,4,80,96,16,77,51,55,60,75,13,7,98,68,72,18,70,14,1,32,10,20,50,36,54,37,66
86,14,24,96,1,80,15,71,11,48,59,17,8,23,3,32,28,11,95,95,1,43,36,56,93,33,58
97,29,65,95,29,80,24,52,60,59,24,80,22,25,37,63,85,9,82,81,75,81,20,57,23,31,60
13,31,83,70,23,62,26,20,88,59,84,17,19,59,68,81,11,32,98,78,49,44,72,27,46,73,90
86,57,51,79,100,16,4,36,50,23,27,88,94,19,45,99,90,80,71,65,61,50,19,84,19,83,7
67,86,90,68,93,21,80,49,18,40,5,42,34,19,99,86,13,23,85,66,67,85,40,55,18,37,17
49,97,21,54,65,2,51,54,23,58,0,76,74,30,14,65,47,15,73,75,52,85,10,67,47,69,72
42,20,4,26,19,25,2,67,38,33,76,96,34,15,16,49,31,84,13,82,39,53,31,69,48,24,46
59,3,60,24,6,18,39,96,99,70,90,11,43,80,41,34,86,55,48,70,43,37,66,49,74,19,69
6,11,80,19,51,9,32,62,40,12,37,34,57,18,6,86,15,66,84,19,73,8,97,51,7,73,70
25,92,43,22,31,38,63,61,8,71,76,16,32,19,32,43,81,21,52,21,12,15,5,98,11,78,58
10,90,81,87,83,93,37,11,10,37,69,93,66,53,21,78,70,73,60,97,78,20,3,66,43,26,78
87,33,38,13,93,84,20,71,84,34,27,72,41,40,50,55,66,65,55,43,0,4,67,95,83,73,48
37,71,58,85,22,46,10,16,72,60,46,16,57,39,21,52,75,49,29,32,58,0,92,88,98,13,91
67,10,82,7,93,92,70,70,41,8,61,5,13,38,68,38,84,72,39,15,10,70,76,50,20,50,10
60,7,41,73,54,74,20,0,67,73,70,55,48,29,60,35,39,35,23,23,93,69,68,84,99,46,100
49,80,31,83,41,51,22,74,82,14,78,28,49,7,21,79,24,45,3,33,25,43,14,32,89,92,64
13,35,47,40,26,58,58,18,44,14,79,100,24,33,74,94,0,38,35,11,29,1,6,92,74,2,19
5,33,7,83,53,67,90,93,45,52,16,68,79,41,31,71,98,39,56,78,25,88,69,39,90,77,88
52,76,79,41,66,70,2,97,43,91,64,14,94,61,96,55,80,45,98,5,0,65,50,56,36,39,79
47,20,56,96,77,71,26,100,2,79,66,79,53,26,12,18,77,86,27,37,61,31,1,92,9,98,71
25,60,17,77,1,9,47,26,24,77,37,13,42,61,77,48,21,49,67,6,52,45,5,75,36,14,41
79,40,64,89,24,75,65,63,66,76,55,75,63,5,46,29,62,97,50,0,45,20,60,11,17,43,81
36,97,47,9,75,89,47,69,55,22,80,99,28,11,2,88,82,87,93,40,39,66,73,68,74,53,56
15,8,98,65,28,96,88,87,38,83,21,45,74,96,38,63,42,38,82,61,63,26,16,20,82,91,17
56,16,31,26,68,35,31,54,38,100,48,5,44,84,17,93,55,80,40,31,6,91,57,11,4,89,71
76,42,91,91,65,64,53,27,4,59,54,37,12,62,25,43,19,99,78,42,37,75,18,13,44,30,38
90,66,90,32,4,70,81,83,13,100,30,75,17,44,47,87,74,12,75,48,88,38,98,92,12,61,93
79,11,96,81,15,27,29,63,62,65,9,58,50,39,57,2,43,70,6,19,36,55,86,69,63,80,91
68,27,72,60,81,97,53,67,1,34,19,92,26,5,23,10,93,44,17,43,74,76,83,22,53,18,95
11,44,47,35,14,24,86,51,48,72,2,28,99,38,6,53,87,19,34,0,2,45,11,29,100,79,59
100,32,2,12,68,27,42,45,26,68,45,54,21,92,27,30,99,35,58,11,38,34,52,47,72,51,86
93,71,50,84,11,45,7,29,79,99,88,55,53,23,39,15,81,7,62,31,15,60,2,37,42,67,60
28,39,66,45,73,97,17,30,96,56,4,31,54,11,81,83,99,41,20,27,63,38,33,27,3,97,33
2,93,67,91,54,100,86,51,54,55,96,4,4,37,85,28,57,59,67,11,99,52,55,93,23,79,91
81,95,53,4,33,92,53,19,55,81,32,7,68,93,92,91,38,39,15,64,92,96,26,10,7,71,49
50,16,71,80,30,49,89,92,17,20,8,0,9,63,10,30,11,46,21,86,92,50,6,68,69,52,43
18,35,51,61,34,27,38,37,21,42,82,79,93,7,40,25,13,18,96,66,28,62,43,86,77,2,88
13,55,65,23,63,88,50,64,52,77,39,74,45,22,80,81,9,51,11,16,27,29,68,44,18,65,85
48,95,42,62,53,32,58,85,78,37,76,21,18,94,4,42,88,45,41,71,4,98,96,52,6,80,91
0,63,39,79,29,33,60,56,27,56,21,81,75,20,27,34,31,72,91,34,51,43,16,62,29,89,62
99,98,77,45,42,71,9,42,70,33,98,73,60,48,10,50,19,47,95,62,8,18,11,99,98,2,33
81,97,38,9,81,40,98,98,59,52,17,9,12,55,69,31,39,20,91,15,18,2,58,15,75,96,9
57,5,73,21,52,27,88,67,18,50,76,67,21,55,0,68,79,78,82,14,92,27,2,37,2,58,77
1,40,78,21,42,97,4,21,87,63,83,7,33,80,73,61,83,72,43,37,49,18,53,10,13,65,43
36,73,27,21,93,74,45,79,14,37,26,62,23,96,42,19,7,73,65,86,65,41,30,4,67,54,96
33,50,57,48,19,91,24,51,38,92,86,68,22,17,58,98,89,91,84,88,35,49,40,52,93,13,34
10,80,61,22,25,16,36,11,97,71,4,94,54,78,27,38,90,39,60,34,90,82,57,96,24,27,37
44,79,1,78,78,0,51,24,17,38,9,100,69,17,88,93,47,9,51,10,58,35,98,46,98,97,6
81,40,4,3,39,13,49,4,87,2,48,19,10,67,45,99,84,54,92,4,93,48,90,99,12,6,76
30,5,70,14,7,67,76,31,80,92,53,21,97,66,26,47,37,96,54,18,12,45,84,10,58,25,58
77,20,84,92,5,88,47,80,65,77,79,22,76,52,43,14,70,81,12,50,26,33,62,0,53,51,37
31,41,73,88,33,50,76,39,94,24,24,42,31,79,30,59,69,49,68,55,14,80,95,35,86,98,36
22,94,49,11,14,62,97,71,60,20,50,60,46,89,71,99,59,43,12,23,99,34,62,53,7,49,96
41,1,86,65,70,100,31,40,18,36,16,51,24,63,17,11,94,37,90,37,90,97,61,19,42,62,88
98,49,5,54,16,31,45,14,72,20,91,57,51,80,91,65,35,27,36,0,34,95,69,69,82,7,76
11,80,16,35,58,88,1,17,25,0,18,100,6,74,31,59,89,56,60,58,3,90,2,95,45,33,15
89,64,21,34,96,11,89,14,98,91,63,89,37,29,53,73,81,16,89,13,89,89,15,53,36,94,8
23,47,17,99,84,76,51,57,27,5,54,57,72,87,65,55,91,94,47,38,84,39,3,3,32,64,79
99,87,32,79,79,44,56,61,10,68,52,98,63,79,39,26,22,90,69,92,73,69,6,40,77,72,100
83,12,63,30,26,5,49,19,69,46,93,32,63,9,17,60,1,33,77,3,60,7,88,67,26,74,11
36,1,68,41,77,1,89,7,34,65,52,74,47,97,85,19,89,74,93,80,98,17,60,97,27,92,82
27,50,75,73,7,93,46,73,11,78,90,27,25,97,89,12,9,57,24,71,20,40,50,54,75,41,18
18,5,94,47,3,14,49,76,52,98,37,37,16,68,99,53,32,78,58,4,22,40,83,69,64,5,76
6,82,10,81,75,30,9,64,37,51,51,51,25,22,3,95,59,71,60,80,73,8,23,75,28,26,66
69,27,88,7,49,68,12,86,41,8,93,29,92,21,65,90,5,5,51,53,62,35,11,8,64,61,17
96,42,46,93,45,11,66,18,17,2,28,60,60,28,6,93,5,29,65,24,7,1,88,71,66,82,77
22,76,52,22,42,97,69,24,24,97,6,57,86,37,66,25,58,13,97,71,53,23,65,77,16,40,98
10,65,92,17,89,20,4,96,7,26,24,2,1,53,92,98,82,42,13,70,26,33,94,84,56,68,67
2,45,52,80,40,95,97,66,99,47,48,89,64,50,93,27,49,69,14,8,66,47,67,60,25,99,58
40,73,38,93,98,69,70,78,2,0,82,53,13,1,52,81,59,91,88,30,9,49,26,1,15,32,40
83,29,62,93,42,99,64,97,16,78,32,86,0,90,94,21,65,48,59,91,14,81,2,28,80,15,58
95,68,44,58,97,47,14,83,61,14,63,17,78,66,59,14,37,11,48,52,82,68,67,28,42,95,65
58,97,54,43,18,44,10,85,25,37,97,14,32,0,82,86,14,89,8,8,57,51,71,7,39,68,88
75,85,31,39,45,10,6,41,96,62,11,17,45,27,98,4,25,7,61,54,28,55,62,32,98,46,91
49,84,24,85,6,69,36,5,1,62,17,27,40,82,50,24,95,34,49,10,56,32,21,28,77,6,6
10,66,62,36,52,28,91,38,51,2,13,12,28,19,13,88,28,17,36,97,76,35,83,62,72,54,4
51,92,86,54,65,37,89,88,46,94,21,46,84,68,86,44,100,48,22,68,79,37,45,70,79,69,50
100,31,26,12,0,91,46,47,33,54,92,94,20,98,8,65,73,46,71,87,22,49,64,78,4,53,34
27,63,27,95,32,58,58,8,47,59,57,16,13,29,49,58,46,9,12,98,48,15,63,34,9,47,62
75,72,23,8,8,51,15,18,96,36,75,89,76,36,95,74,26,74,20,87,72,70,41,68,17,66,88
78,82,75,7,95,77,24,46,19,17,30,86,30,37,93,9,89,67,89,56,99,37,8,40,33,35,41
46,58,37,79,18,75,22,90,27,57,95,34,34,45,98,73,39,92,70,13,28,99,81,27,66,71,96
30,6,32,87,98,39,65,83,89,15,20,98,3,9,9,53,38,1,5,28,68,50,15,84,40,24,30
84,72,4,99,44,32,79,93,70,25,51,36,5,94,45,61,9,12,17,87,51,60,58,55,46,98,67
36,1,83,65,24,8,74,17,63,43,53,48,28,40,77,91,42,95,44,85,68,90,82,16,64,38,83
86,73,27,54,95,54,37,85,24,36,95,20,53,63,36,62,28,53,49,52,31,73,55,92,48,30,9
92,61,88,26,46,4,5,58,89,82,94,96,91,28,86,84,49,14,99,57,41,55,99,73,28,3,23
97,96,86,95,8,32,14,67,64,37,82,35,89,61,52,21,43,31,52,96,50,80,17,83,96,17,45
90,47,61,89,71,73,26,1,99,44,68,73,77,53,61,37,58,67,0,100,45,94,64,29,30,43,29
60,85,55,100,58,80,32,85,21,85,19,49,42,77,74,63,98,83,22,84,84,51,76,46,18,2,80
27,80,6,39,75,68,38,55,83,51,71,44,38,13,14,1,21,31,99,1,37,68,36,27,17,9,16
